rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
461,233836,9/17/2010 2:59,Complete,,,196.200.22.8,36.8167,-1.2833,Kenya,Nairobi,5,,,,,FY101079,,I agree to participate,FY101079,,92,,,start,6,5,nonphoto,US Senator,President of France,,,,,,German premier,,,,,,Don't Know,,percent,,,5,0,0,0,,0,0,0,0,5,7,1,7,1,6,,Moderate,,,,, Other ,local Kenyan papers,,,,,Other,,local Kenyan tv sations,,,,, Others ,,Al Jazeera,,,, Others ,BBC,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A lot,3,7,Independent,,,,Closer to Republican Party,70,30,30,70,70,70,70,closed,,Don't Know,,,Question any person whom they suspect to be an illegal immigrant for their papers,5,Couldn’t Say,,Don't Know,,,5,5,5,5,5,5,5,5,30%,2%,40%,Branch A,Remained the Same,Increased,Increased,,,,,8,0,0,7,7,Don't Know,,,,5,3,4,7,1,7,4,7,4
462,233841,9/17/2010 2:38,Complete,,,83.160.116.114,4.9167,52.35,Netherlands,Amsterdam,7,,,,,FY101097,,I agree to participate,FY101097,,86,,,start,10,5,photo,,,,,,French President,,,,,German Chancellor,,,,Don't Know,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,2,4,2,6,,Liberal,,,,, Other ,Netherlands NRC or Telegraph,,,,,Other,,Netherlands 1 & Journaal,,,,BBC,,CNN,,,,, Others ,"BBC World News, Netherlands Business News Radio (BNP)",,,,Other,"BBC, Space.com (science news)",2,A moderate amount,6,5,Independent,,,,Closer to Democratic Party,100,0,60,100,100,100,30,open,,,Japan,heart disease,Don’t Know,,Couldn’t Say,,George H. Bush,Does not reimburse routine mammograms for women younger than 50,Couldn't say,,,,,,,,,30%,0.50%,15%,Branch A,Remained the Same,Decreased,Increased,,,,,6,0,0,0,0,Democrats,,,,4,4,3,3,4,2,2,2,6
464,233846,9/17/2010 3:24,Complete,,,69.181.216.148,-122.271,37.8781,United States,Berkeley,CA,,,,,FY101373,,I agree to participate,FY101373,,36,,,start,7,10,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,0,3,0,0,3,6,1,2,3,5,,Slightly liberal,Wall Street Journal,NY Times,Washington Post,,,,,,PBS,,,,,,MSNBC,,,,,,NPR,,,,,Huffington Post,,,,,0,A moderate amount,4,7,Independent,,,,Closer to Democratic Party,100,40,40,100,100,100,30,open,,,Soviet Union,Heart Disease,Question any person whom they suspect to be an illegal immigrant for their papers,3,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,2,0,3,3,3,4,7,5,40%,20%,10%,Branch B,,,,Increased,Increased,Increased,Increased,7,8,0,8,5,Democrats,,,,3,4,5,5,5,5,5,3,5
465,233847,9/17/2010 3:29,Complete,,,131.169.140.97,10,53.55,Germany,Hamburg,4,,,,,FY101196,,I agree to participate,FY101196,,36,,,end,,,photo,,,,Senator,,President,,,,,Chancellor,,,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,1,4,2,6,,Slightly liberal,,NY Times,,,,,CBS,,,NBC,,,,,,,BBC,,CNN,,,,,,,,,,,,5,A moderate amount,4,5,Democrat,,,Not very strong,,40,30,70,50,40,80,30,closed,Poland,Unintentional injuries,,,Deny aid to known illegal immigrants,9,Can escort illegal immigrants back across the border,5,Don't Know,Couldn't say,Couldn't say,,,,,,,,,40%,20%,50%,Branch B,,,,Decreased,Remained the Same,Increased,,7,5,7,10,10,Democrats,,8, dk,1,6,6,3,2,1,7,7,4
466,233888,9/17/2010 5:26,Complete,,,90.2.242.4,2.4167,48.7667,France,Choisy-le-roi,A8,,,,,FY101191,,I agree to participate,FY101191,,47,,,start,10,2,photo,,,,Congressman?,Don't know,President of France,,,,Supreme Court?,Chancellor of Germany,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,2,6,2,6,,Liberal,Wall Street Journal,,,, Other ,Intl Herald Tribune; French newspapers,,,,,Other,,French TV channels,,,,,,CNN,,,,, Others ,French stations,,,,Other,Cable TV provider,1,A moderate amount,4,7,Democrat,,,Not very strong,,85,60,70,85,85,90,60,open,,,Germany,Cancer,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,1,Don't Know,Couldn't say,Couldn't say,,,,,,,,,35%,5%,20%,Branch B,,,,Don't Know,Don't Know,Increased,Increased,5,9,1,1,1,Don't Know,,,,5,4,4,5,5,3,3,3,3
467,233895,9/17/2010 5:39,Complete,,,92.13.4.211,-0.8333,51.2833,United Kingdom,Fleet,F2,,,,,FY101218,,I agree to participate,FY101218,,57,,,start,9, dk,nonphoto,,president France,attorney general,,,,,German chancellor,,,,,,Don't Know,,percent,,,,,,,,,,,,1,7,1,4,3,5,,Liberal,,,,, Other ,"Herald Trib, British papers",,,,,Other,,BBC,,,,,,,,,,, Others ,BBC,,,,,,6,A moderate amount,3,6,Democrat,,,Strong,,50,30,70,50,50,85,40,closed,United States,Don't Know,,,Don’t Know,,Couldn’t Say,,Don't Know,,,,,,,,,,,,,,Branch B,,,,Increased,Decreased,Increased,Increased,9,0,0,8,10,Democrats,,,,2,3,4,5,3,2,1,4,5
468,234011,9/17/2010 8:56,Complete,,,68.142.49.131,-73.0206,44.2332,United States,Starksboro,VT,5487,,,,FY101351,,I agree to participate,FY101351,,33,,,start,9,3,nonphoto,US Senate Majority Leader,President of France,Head of US Homeland Security,,,,,German Chancellor,Republican Senate Minority Leader,,,,,,,percent,,,7,2,2,2,,2,7,2,2,1,7,3,2,3,6,,Liberal,,NY Times,,, Other ,Local Newspaper,,,,,,,,,,,,,CNN,,NPR,,,,,,,,,,0,Not at all,3,1,Democrat,,,Strong,,70,50,70,70,70,85,30,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,,,0,0,6,0,0,0,0,2,28%,5%,20%,Branch B,,,,Increased,Increased,Increased,Increased,8,10,10,5,9,Democrats,,,,5,4,6,3,3,2,3,4,5
469,234140,9/17/2010 10:44,Complete,,,69.86.168.20,-73.9763,40.7619,United States,New York,NY,,,,,FY101555,,I agree to participate,FY101555,,41,,,start,0,8,nonphoto,Senator or maybe Rep,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,7,4,1,2,2,6,,Moderate,,,,,,,,,,NBC,,,,,,,,,,,,,, Others ,Abc radio,,,,,,5,A moderate amount,4,8,Republican,,Not very strong,,,85,70,30,85,85,85,30,open,,,Honestly don 't recall,Heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Don't Know,Does not reimburse routine mammograms for women younger than 50,Couldn't say,,,,,,,,,25%,5%,33%,Branch A,Increased,Decreased,Increased,,,,,5,10,0,10,10,Republicans,,,,3,5,4,4,2,4,4,4,4
470,234151,9/17/2010 10:43,Complete,,,24.130.10.241,-121.9854,37.3501,United States,Santa Clara,CA,95051,,,,FY101358,,I agree to participate,FY101358,,24,,,end,,,nonphoto,"nevada senator, sente majority leader",prime minister of france,homeland security secretary,,,,,"prime minister, germany",senate minority leader,,,,,,,regular,Robert Gates,John Boehner,,,,,,,,,,4,7,1,7,3,3,,Slightly conservative,Wall Street Journal,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,2,6,Independent,,,,Closer to Republican Party,85,50,30,85,85,85,85,open,,,russia,?,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Jimmy Carter,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,15%,35%,20%,Branch A,Increased,Decreased,Increased,,,,,9,10,9,9,9,Republicans,,2,8,5,6,7,7,6,4,4,4,4
471,234157,9/17/2010 11:04,Complete,,,196.3.51.241,-74.1493,40.8575,United States,Clifton,NJ,,,,,FY101384,,I agree to participate,FY101384,,18,,,start,7,9,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,2,7,2,1,1,5,,Slightly liberal,,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,4,4,Other,I am a free-thinker,,,,75,65,75,80,85,85,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,,,0,0,5,5,3,7,5,5,12%,2%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,8,0,6,10,5,Don't Know,,,,3,5,7,5,3,2,1,4,7
479,234959,9/17/2010 15:28,Complete,,,64.12.116.200,-97,38,United States,,,,,,,FY101703,,I agree to participate,FY101703,,29,,,start,7,0,nonphoto,Senate Majority Leader,President of France,Sec Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,7,2,7,1,6,,Slightly liberal,,NY Times,,, Other ,"The Week, Newsweek",,,PBS,,,,,,,,,,,,,,,,,,,,,,5,A great deal,5,4,Other,independent leaning dem,,,,60,30,80,80,75,75,20,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,27%,1%,7%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,10,10,0,Democrats,,,,6,3,4,4,2,4,3,4,4
480,234988,9/17/2010 15:41,Complete,,,209.40.238.194,-90.1922,38.6312,United States,Saint Louis,MO,63101,,,,FY101456,,I agree to participate,FY101456,,19,,,end,,,photo,,,,senator,senator,banker,,,,judge,govenor,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,3,7,2,5,1,5,,Slightly liberal,,NY Times,,,,,CBS,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,2,5,Democrat,,,Strong,,85,70,85,85,85,60,60,open,,,japan,cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,George H. Bush,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,35%,25%,35%,Branch A,Don't Know,Decreased,Increased,,,,,7,7,2,4,7,Democrats,,7,3,3,3,5,4,3,3,2,3,5
481,235145,9/17/2010 17:31,Complete,,,170.20.11.119,-74.4052,40.6973,United States,New Providence,NJ,7974,,,,FY101081,,I agree to participate,FY101081,,31,,,end,,,photo,,,,congressman,Judge,FBI,,,,Cabinet Member,Senator,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,3,5,1,5,,Liberal,,NY Times,Washington Post,USA Today,,,,,,,Other,,Daily Show - Jon Stewart,,,,,,,,NPR,,,,,,,,Other,Various,0,A lot,4,7,Democrat,,,Strong,,75,35,80,75,75,75,40,closed,Couldn't say,Unintentional injuries,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,30%,10%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,6,5,4,Democrats,,8,0,6,3,6,3,3,2,1,4,6
496,236425,9/18/2010 18:46,Complete,,,71.80.182.92,-118.3146,34.1855,United States,Burbank,CA,,,,,FY101753456,,I agree to participate,FY101753456,,106,,,end,,,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,1,1,6,3,6,,Moderate,,,,, Other ,L.A. Times,CBS,,PBS,,,,,,,CSPAN,BBC,,CNN,,,,,,,,,,,,7,A moderate amount,5,5,Democrat,,,Not very strong,,70,70,70,70,70,80,60,closed,Couldn't say,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can  ask anyone they suspect of being an illegal immigrant for their papers,3,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,20%,15%,18%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,7,10,10,Don't Know,,7,0,2,4,4,3,2,4,3,5,4
482,235288,9/17/2010 18:01,Complete,,,140.147.236.204,-76.6794,39.0142,United States,Crofton,MD,21114,,,,FY101096,,I agree to participate,FY101096,,10,,,end,,,nonphoto,Senate Majority Leader,President of France,Secretary of DHS,,,,,President of Germany,Senate Minority Leader,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,2,6,2,5,,Liberal,Wall Street Journal,NY Times,Washington Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Not at all,7,2,Democrat,,,Strong,,50,15,70,50,50,50,40,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Don't Know,Couldn't say,Couldn't say,,,,,,,,,15%,5%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,10,10,6,1,5,Democrats,,8,0,4,2,3,2,2,2,2,3,6
483,235387,9/17/2010 19:25,Complete,,,64.148.27.5,-73.1914,41.1858,United States,Bridgeport,CT,,,,,FY101626,,I agree to participate,FY101626,,28,,,end,,,photo,,,,,Sec'y Health Education Welfare,White House Chief of Staff,,,,,Was on legal staff to Bush,,,,Don't Know,percent,,,10,,,,,,0,,,3,7,1,4,1,7,,Slightly liberal,,NY Times,,, Other ,"Business Week, Vanity Fair",,,PBS,,,,,,MSNBC,,, Others ,,"Comedy Central - Daily Show, Colbert Report",NPR,,,,,,,,Other,Andy Borowitz,7,A moderate amount,3,8,Democrat,,,Not very strong,,85,40,70,85,85,85,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Ronald Reagan,,,0,0,0,5,3,0,0,3,15%,5%,45%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,0,1,5,Don't Know,,5,0,5,4,4,4,4,4,4,4,4
484,235578,9/17/2010 22:49,Complete,,,76.102.191.183,-122.63,38.1032,United States,Novato,CA,94947,,,,FY101799,,I agree to participate,FY101799,,23,,,start,9,9,photo,,,,Senator,New Justice to supreme court,French Prince Minister,,,,Judge,Governor,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,4,7,1,3,1,7,,Liberal,Wall Street Journal,NY Times,,, Other ,local county newspaper,,,,NBC,,ABC,,,,,, Others ,,Comedy Central: Colbert and Stewart!,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Yahoo News Screen,7,A lot,7,5,Democrat,,,Strong,,70,30,70,70,70,85,0,closed,Germany,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,50%,39%,45%,Branch A,Decreased,Increased,Increased,,,,,6,10,5,10,8,Republicans,,,,5,4,6,5,2,4,5,4,5
485,235589,9/17/2010 23:08,Complete,,,71.202.9.211,-122.0486,37.8983,United States,Walnut Creek,CA,,,,,FY101296,,I agree to participate,FY101296,,21,,,end,,,photo,,,,representative,representative,representative,,,,representative,representative,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,5,7,1,4,,Very liberal,,,,, Other ,SF Chronicle,,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,2,2,Democrat,,,Strong,,100,5,60,100,100,100,90,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,Couldn't say,Couldn't say,,,,,,,,,40%,3%,5%,Branch B,,,,Increased,Decreased,Increased,Remained the Same,2,10,0,5,2,Democrats,,10,0,3,6,1,2,1,2,1,1,6
486,235643,9/18/2010 0:38,Complete,,,71.92.105.192,-119.1682,46.2131,United States,Kennewick,WA,99336,,,,FY101778,,I agree to participate,FY101778,,42,,,end,,,photo,,,,Senator,Manager,Financial Manager,,,,Governor,Politician or wife of Politician,,,,,percent,,,9,0,5,5,,0,0,0,0,3,7,1,1,1,5,,Moderate,,,,, Other ,Tri-city herald,,,,NBC,,,,,,,,,,,NPR,,,,,,,,,,5,A great deal,5,5,Democrat,,,Not very strong,,100,30,85,100,100,100,30,closed,Couldn't say,Unintentional injuries,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",8,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Don't Know,,,9,9,0,5,0,9,4,0,15%,25%,55%,Branch A,Increased,Decreased,Increased,,,,,8,10,2,10,10,Democrats,,9,0,1,3,5,3,3,7,3,5,4
487,235658,9/18/2010 1:02,Complete,,,71.92.105.192,-119.1682,46.2131,United States,Kennewick,WA,99336,,,,FY101778,,I agree to participate,FY101778,,13,,,end,,,photo,,,,Senate Majority Leader,Attorney General,French Prime Minister,,,,,German Prime Minister,,,,Senate Minority Leader,percent,,,9,,,,,,,0,,2,7,2,5,2,5,,Slightly liberal,,NY Times,,,,,,,PBS,NBC,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,,A moderate amount,6,8,Independent,,,,Closer to Democratic Party,50,15,60,50,50,70,50,open,,,USSR,Breast Cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,George W. Bush,,,0,0,3,0,1,1,5,4,15,,,Branch B,,,,Remained the Same,Decreased,Increased,Remained the Same,9,,,,,Democrats,,7,2,,,,,,,,,
488,235678,9/18/2010 1:43,Complete,,,66.234.217.33,-122.2702,37.8091,United States,Oakland,CA,94612,,,,FY101274,,I agree to participate,FY101274,,28,,,end,,,photo,,,,senator,representative,secret service,,,,representative,senator,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,1,7,3,6,2,5,,Liberal,Wall Street Journal,NY Times,,, Other ,cs monitor,,,,,,,,,,,,,,,NPR,,, Others ,alternative,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,alternative,0,,5,4,Other,progressive,,,,,,,,,,,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George H. Bush,Does not reimburse routine mammograms for women younger than 50,Couldn't say,,,,,,,,,20%,3%,15%,Branch A,Remained the Same,Decreased,Increased,,,,,8,10,10,10,10,Other,"green, nader, progressive",7,0,6,2,3,4,3,2,2,3,6
490,235778,9/18/2010 7:34,Complete,,,72.74.248.226,-71.2317,42.4428,United States,Lexington,MA,2421,,,,FY101602,,I agree to participate,FY101602,,14,,,end,,,photo,,,,Senate Majority Leader,Don't know,President of France,,,,Don't know,Germany Prime Minister,,,,,percent,,,0,0,0,0,,0,10,0,0,3,7,3,6,2,5,,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,1,7,Democrat,,,Strong,,50,20,60,50,50,80,40,open,,,Japan,heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",1,Couldn’t Say,,Don't Know,,,0,0,5,5,5,0,5,5,10%,1%,1%,Branch B,,,,Increased,Decreased,Increased,Increased,5,10,10,6,10,Democrats,,8,0,5,2,7,5,4,4,2,3,6
491,236037,9/18/2010 12:01,Complete,,,174.69.116.43,-90.0973,29.9271,United States,New Orleans,LA,70115,,,,FY101148,,I agree to participate,FY101148,,14,,,start,10,1,photo,,,,,,,,,,,Prime Minister of Germany,,,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,4,7,1,5,2,6,,Moderate,,,,, Other ,"The Economist, local newspaper",,,,,,,,,,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,4,5,Independent,,,,Closer to Democratic Party,85,40,50,85,85,100,70,closed,Couldn't say,Unintentional injuries,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,,,0,0,5,0,5,0,8,0,40%,1%,20%,Branch A,Increased,Decreased,Increased,,,,,5,5,2,2,7,Don't Know,,,,5,5,4,4,3,4,4,4,4
492,236049,9/18/2010 12:12,Complete,,,64.12.116.205,-97,38,United States,,,,,,,FY101438,,I agree to participate,FY101438,,32,,,start,10,0,nonphoto,Senate majority leader,French President,Head of Homeland Security,,,,,German Chancellor,Minority Leader of the House of Representatives,,,,,,,regular,Gary Locke,Couldn't Say,,,,,,,,,,1,7,2,7,2,5,,Liberal,,NY Times,,,,,,,PBS,,,,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Fivethirtyeigth.com,2,A lot,2,6,Democrat,,,Strong,,85,0,85,70,70,70,70,open,,,Russia,Old age,Question any person whom they suspect to be an illegal immigrant for their papers,7,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,40%,20%,15%,Branch A,Increased,Decreased,Increased,,,,,9,10,10,10,10,Democrats,,,,3,3,3,2,3,2,2,2,6
