rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,obama,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience,sex,year.born,educ.s,income,religion,religion2,rel.freq,hispanic,white,black,native,asian,pacific,other.race,other.race2
186,260801,10/5/2010 15:21,Complete,,,171.66.250.70,-122.172,37.4178,United States,Stanford,CA,94305,srep0232,,I agree to participate,srep0232,,13,,,start,10,0,nonphoto,leader of house,pres. france,health sec.,,,,,german leader,leader opposition,,,,,,,percent,,,9,,,,,10,,,1,7,1,4,1,7,Very liberal,,,,, Other ,San Francisco Chronicle ,,,PBS,,,,,,,,BBC,,,,NPR,,,,,,,,Other,None,6,A moderate amount,3,0,Democrat,,,Strong,,100,20,100,100,100,100,60,open,,,Germany,Breast cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,0,4,0,1,4,0,0,20%,10%,70%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,9,0,5,7,9,Democrats,,,,2,6,2,2,1,2,1,1,7,Male,1967,"Doctorate Degree, such as Ph.D., Ed.D.",250000,Don’t belong to religious denomination,,Never,No,White,,,,,,
187,260819,10/5/2010 16:15,Complete,,,171.65.48.199,-122.172,37.4178,United States,Stanford,CA,94305,srep0119,,I agree to participate,srep0119,,1694,,,start, dk, dk,nonphoto,,,,,,,,,,,,Prime Minister of Austria,,Chairman of the Republican National Committee,,percent,,,5,0,0,0,0,5,0,0,1,7,3,4,2,5,Liberal,,,,, Other ,san jose mercury news,,Fox,,,,,,,,,,,,,,,,,,,,,,,1,A little,,5,Democrat,,,Not very strong,,75,50,75,75,75,90,40,closed,Germany,Unintentional injuries,,,Decreased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,George H. Bush,,,0,5,8,2,5,0,5,5,27%,20%,25%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,5,8,0,0,5,Democrats,,,,2,4,6,4,4,6,4,4,4,Female,1974,,50000,Catholic,,Less often than a few times a year,No,White,,,,,,
188,260821,10/5/2010 15:37,Complete,,,171.65.91.235,-122.172,37.4178,United States,Stanford,CA,94305,srep0306,,I agree to participate,srep0306,,16,,,start,8,1,photo,,,,minority speaker,,,,,,,,,Don't Know,,Chairman of the Republican National Committee,percent,,,10,,,,,8,,,1,6,2,5,2,6,Slightly liberal,,,,,,,,,PBS,NBC,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A moderate amount,2,6,Democrat,,,Strong,,50,45,50,50,65,50,50,closed,United Kingdom,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Don't Know,,,0,0,6,0,0,0,7,0,25%,8%,10%,Branch B,,,,,Increased,Decreased,Increased,Increased,6,9,0,1,6,Don't Know,,,,2,5,5,5,5,3,3,3,5,Female,1958,"Bachelor's Degree, such as B.A., B.S., or A.B.",58K,Catholic,,Once a week,No,White,,,,,,
189,260891,10/5/2010 16:43,Complete,,,171.64.26.206,-122.172,37.4178,United States,Stanford,CA,94305,srep0118,,I agree to participate,srep0118,,14,,,start,10,0,photo,,,,Senate Majority Leader; NV Senator,Homeland Security,Prime Minister of France,,,,KY Senator; Senate Minority Leader,German Prime Minister,,,,,percent,,,10,,,,,8,,,1,7,2,,,,Very liberal,,,,, Other ,SF Chronicle; San Jose Mercury News,,,,,,,,,MSNBC,,,,,,NPR,,,,,Huffington Post,,,Other,Daily Kos,5,A great deal,6,2,Democrat,,,Strong,,85,0,90,50,80,80,50,closed,Couldn't say,Heart Disease,,,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Bill Clinton,,,0,0,5,0,0,0,5,5,28%,3%,20%,Branch A,Increased,,Increased,Increased,,,,,8,10,10,5,8,Democrats,,,,2,3,2,3,2,2,2,2,6,Female,1951,"Bachelor's Degree, such as B.A., B.S., or A.B.","$90,000 ",Don’t belong to religious denomination,,Never,No,White,,,,,,
197,261463,10/6/2010 10:59,Complete,,,171.65.2.17,-122.172,37.4178,United States,Stanford,CA,94305,srep0417,,I agree to participate,srep0417,,25,,,end,,,photo,,,,Don't know,Don't know,Don't know,,,,Don't know,Don't know,,,,,percent,,,6,,,,,8,,,4,7,3,1,I haven't thought much about this,I haven't thought much about this,Slightly liberal,,,,, Other ,San Jose Mercury,CBS,Fox,,,,,,,,,BBC,,CNN,,NPR,,,,,,,,,,2,A moderate amount,3,3,Democrat,,,Not very strong,,94,70,90,95,90,90,15,open,,,Germany,Heart Disease,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Don't Know,,,6,1,5,6,5,3,5,6,32%,18%,23%,Branch A,Remained the Same,Decreased,Increased,Increased,,,,,5,10,0,6,6,Don't Know,,6,4,3,4,5,4,2,4,2,5,5,Female,1947,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","115,000",Protestant,,Once a week,No,White,,,,,,
204,262773,10/7/2010 17:36,Complete,,,171.64.169.251,-122.172,37.4178,United States,Stanford,CA,94305,srep0316,,I agree to participate,srep0316,,16,,,start,10,0,nonphoto,"Senator of House,  head of house",President or prime minister of France,Secratary of Homelenad Secirity,,,,,Chancellor of germany,house minority leader,,,,,,,percent,,,10,,,,,10,,,3,7,3,6,1,5,Very liberal,Wall Street Journal,NY Times,,,,,,,PBS,NBC,,,,,,,,,,,NPR,,,,,Huffington Post,,,,,5,A moderate amount,7,2,Democrat,,,Strong,,90,50,90,75,80,90,90,open,,,Russia,heart disease,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,,,0,0,5,9,5,0,5,5,22%,5%,15%,Branch B,,,,,Increased,Decreased,Increased,Increased,7,10,5,6,6,Democrats,,,,5,2,4,3,2,3,3,6,5,Male,1965,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",190000,Don’t belong to religious denomination,,Less often than a few times a year,No,White,,,,,,
198,261657,10/6/2010 11:41,Complete,,,171.66.138.208,-122.172,37.4178,United States,Stanford,CA,94305,srep0373,,I agree to participate,srep0373,,18,,,end,,,nonphoto,,,,,,,,,,,,Don't Know,,Governor of Mississippi,,regular,Don't Know,Couldn't Say,,,,,,,,,1,7,1,2,1,2,Moderate,,,,, Other ,San Francisco Chronicle,,,,NBC,,,,,,,,,,,,,,,,,,,,,,,0,4,Democrat,,,Strong,,70,50,70,70,70,70,60,open,,,USA,Cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George W. Bush,Couldn't say,Replaces Medicare with a “public option”,,,,,,,,,30%,30%,40%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,6,10,0,3,8,Democrats,,7,6,3,6,4,5,4,2,1,4,6,Male,1962,Some College But No Degree,"110,000",Catholic,,Less often than a few times a year,No,White,,,,,,
199,262106,10/6/2010 19:42,Complete,,,171.67.135.160,-122.172,37.4178,United States,Stanford,CA,94305,srep0407,,I agree to participate,srep0407,,44,,,end,,,photo,,,,Senate Majority Leader,Secretary of Homeland Security,head of state of France,,,,Senate Minority Leader,head of state of Germany,,,,,percent,,,10,0,0,0,0,9,0,0,1,6,3,2,1,3,Liberal,,NY Times,,, Other ,San Francisco Chronicle,,,PBS,,,,,,,,,,,,NPR,,,,,,,,Other,"firedoglake, Glenn Greenwald's blog, Digby's Hullabaloo, Paul Krugman's blog, Naked Capitalism",0,A moderate amount,0,5,Other,liberal,,,,50,0,30,50,50,50,50,closed,Couldn't say,Don't Know,,,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,,,1,0,6,1,0,0,1,5,30%,5%,10%,Branch B,,,,,Increased,Decreased,Increased,Increased,5,7,0,5,0,Democrats,,5,0,5,6,5,3,2,2,2,2,4,Female,1976,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",40000,Don’t belong to religious denomination,,Never,No,,,,Asian,,,
200,262146,10/6/2010 20:14,Complete,,,171.65.29.174,-122.172,37.4178,United States,Stanford,CA,94305,srep0332,,I agree to participate,srep0332,,40,,,end,,,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,percent,,,0,0,0,0,0,0,0,0,1,7,3,5,1,4,Slightly liberal,Wall Street Journal,,,, Other ,Boulder Daily Camera,CBS,,PBS,NBC,,ABC,,,,,BBC,,CNN,,NPR,,,,,,Drudge Report,,,,7,A moderate amount,2,5,Democrat,,,Not very strong,,70,40,60,70,70,70,40,closed,Poland,Breast Cancer,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,,,0,5,0,0,0,0,5,10,35%,5%,30%,Branch B,,,,,Decreased,Decreased,Increased,Increased,6,5,10,10,10,Don't Know,,3,3,6,1,6,5,3,4,4,2,6,Female,1960,"Professional School Degree, such as M.D., D.D.S., or D.V.M.",100k,Catholic,,A few times a year,Yes,White,,American Indian or Alaska Native,,,,
201,262205,10/6/2010 21:07,Complete,,,171.65.61.184,-122.172,37.4178,United States,Stanford,CA,94305,srep0384,,I agree to participate,srep0384,,9,,,start,9,0,nonphoto,Senator,French president,,,,,,,,,,Don't Know,,Don't Know,,percent,,,,,,,,,,,1,7,3,6,2,5,Liberal,,NY Times,,,,,,,PBS,,,,,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,2,6,Independent,,,,Closer to Democratic Party,50,40,60,50,50,50,50,closed,Poland,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Ronald Reagan,,,5,0,5,3,5,0,5,5,40%,2%,10%,Branch A,Increased,Decreased,Increased,Decreased,,,,,8,10,4,8,6,Democrats,,,,2,4,6,6,4,1,1,4,6,Female,1987,"Bachelor's Degree, such as B.A., B.S., or A.B.",45000,Don’t belong to religious denomination,,Less often than a few times a year,No,,,,Asian,,,
202,262312,10/7/2010 0:25,Complete,,,171.65.60.57,-122.172,37.4178,United States,Stanford,CA,94305,srep0221,,I agree to participate,srep0221,,8,,,start,8,0,nonphoto,U.S. senator,French prime minister,don't know,,,,,no clue,no clue,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,1,6,2,7,2,5,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,5,Democrat,,,Strong,,100,10,80,100,100,100,100,closed,Germany,Heart Disease,,,Increased,,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,30%,10%,40%,Branch A,Don't Know,Decreased,Increased,Increased,,,,,6,10,7,10,6,Democrats,,,,2,5,3,5,4,3,3,4,5,Female,1987,"Bachelor's Degree, such as B.A., B.S., or A.B.",20625,Jewish,,Once or twice a month,No,White,,,,,,
203,262327,10/7/2010 1:51,Complete,,,69.110.144.209,-122.073,37.6503,United States,Hayward,CA,,srep0287,,I agree to participate,srep0287,,19,,,end,,,photo,,,,Political office,Financial management,Lawyer,,,,Politician,,,Don't Know,,,percent,,,10,,,,0,0,0,0,7,5,1,5,5,7,Slightly conservative,,,,, Other ,cnn.com,,,,,Other,,Mclaughlin Group,,,,, Others ,,None,,,, Others ,None.,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A great deal,1,7,Republican,,Not very strong,,,50,60,30,70,40,70,20,open,,,Germany,Heart disease,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Don't Know,,,2,2,7,6,8,3,10,5,30%,5%,20%,Branch B,,,,,Decreased,Decreased,Increased,Increased,3,4,5,0,6,Other,Neither,2,6,4,6,3,3,3,3,2,1,6,Male,1978,"Bachelor's Degree, such as B.A., B.S., or A.B.",275000,Don’t belong to religious denomination,,Never,No,,,,,,Other,Indian American
209,264290,10/8/2010 17:58,Complete,,,171.65.116.120,-122.172,37.4178,United States,Stanford,CA,94305,srep0360,,I agree to participate,srep0360,,34,,,start,10,0,photo,,,,journalist? ,supreme court justice? ,chief of staff,,,,supreme court justice? ,don't know,,,,,percent,,,9,,,,,9,,,1,7,4,7,1,4,Very liberal,,NY Times,Washington Post,, Other ,,,,,,,ABC,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,,Other,SFGate,5,A great deal,7,5,Independent,,,,Closer to Democratic Party,85,0,60,85,85,85,85,closed,Germany,Heart Disease,,,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Ronald Reagan,,,0,0,5,2,0,0,5,0,30%,1%,5%,Branch B,,,,,Increased,Decreased,Increased,Increased,10,10,1,4,2,Democrats,,,,4,6,4,4,4,3,3,4,4,Female,1954,Some College But No Degree,"48,000",Don’t belong to religious denomination,,Never,No,White,,,,,,
206,263504,10/8/2010 1:49,Complete,,,67.188.148.224,-122.2494,37.4742,United States,Redwood City,CA,,srep0339,,I agree to participate,srep0339,,292,,,end,,,nonphoto,,Prime Minister,,,,,,Chancellor,,,,,,Don't Know,,percent,,,0,0,0,0,0,0,0,0,7,5,1,2,4,7,Moderate,Wall Street Journal,NY Times,Washington Post,, Other ,The Economist,,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Husband,0,Not at all,0,10,Independent,,,,Equally close to both,100,85,70,50,70,100,50,open,,,Russia,breast cancer,Don’t Know,,Couldn’t Say,,Don't Know,,,5,0,10,10,0,0,10,0,30%,2%,40%,Branch A,Increased,Decreased,Increased,Increased,,,,,2,10,0,0,10,Other,"Invalid question, depends who runs presidency and Congress",0,10,7,7,7,4,1,1,7,1,7,Female,1976,"Doctorate Degree, such as Ph.D., Ed.D.","$100,000 ",Don’t belong to religious denomination,,Never,No,White,,,Asian,,,
208,263566,10/8/2010 4:17,Complete,,,98.207.87.252,-122.1781,37.459,United States,Menlo Park,CA,,srep0298,,I agree to participate,srep0298,,8,,,start,10,2,photo,,,,"Harry Reid, Senator",,French President Sarkozy,,,,,,,Chancellor of Germany,,Senate Minority Leader,percent,,,10,,,,,10,,,2,7,2,4,2,6,Liberal,,,,, Other ,"Mercury News, Newsweek",,,,NBC,,,,,,,, Others ,,"Comedy Channel (Stewart, Colbert)",NPR,,,,,Huffington Post,,,Other,Yahoo,2,A moderate amount,3,2,Democrat,,,Strong,,85,10,85,85,75,75,50,open,,,Japan,Cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Don't Know,,,0,1,5,2,5,0,8,5,22%,5%,25%,Branch A,Decreased,Decreased,Increased,Increased,,,,,7,9,7,5,6,Republicans,,,,2,4,6,5,5,1,1,2,6,Female,1963,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","220,000",Other,my own personal church of heavy volunteerism,Less often than a few times a year,No,White,,,,,,
210,265843,10/11/2010 14:38,Complete,,,171.66.227.50,-122.172,37.4178,United States,Stanford,CA,94305,srep0225,,I agree to participate,srep0225,,30,,,start,2,7,photo,,,,Senator,S. C. Justice,,,,,Congressman,President of Ireland,,,,,percent,,,10,0,0,0,,,,,2,4,1,1,1,6,Slightly conservative,,,,, Other ,AP,,,,NBC,,,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,3,A lot,1,7,Republican,,Not very strong,,,90,85,85,90,90,90,85,closed,Couldn't say,Heart Disease,,,Don’t Know,,Couldn’t Say,,Don't Know,,,5,5,8,5,4,0,8,3,30%,10%,7%,Branch B,,,,,Decreased,Remained the Same,Increased,Increased,6,9,0,9,6,Don't Know,,,,4,4,4,5,4,4,4,4,4,Female,1957,Some College But No Degree,"52,000",Protestant,,A few times a year,No,White,,,,,,
211,266685,10/12/2010 12:27,Complete,,,76.126.53.59,-122.301,37.5081,United States,Belmont,CA,94002,srep0222,,I agree to participate,srep0222,,59,,,start,10,0,nonphoto,Secretary of Defense,President of France,Treasurer,,,,,,,,,High Representative of the (European) Union for Foreign Affairs and Security Policy,,Governor of Mississippi,,regular,Robert Gates,Stephen Breyer,,,,,,,,,1,I haven't thought much about this,1,5,1,4,Slightly liberal,,NY Times,,,,,,,,NBC,,,,,,,,,CNN,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A little,1,3,Democrat,,,Strong,,100,0,100,70,85,100,70,closed,Poland,Heart Disease,,,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Ronald Reagan,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,25%,1%,3%,Branch A,Increased,Decreased,Increased,Increased,,,,,4,10,0,0,10,Democrats,,,,2,5,2,2,1,4,4,4,4,Female,1980,"Doctorate Degree, such as Ph.D., Ed.D.",,Protestant,,Once or twice a month,No,,Black or African American,,,,,
213,267908,10/13/2010 12:29,Complete,,,171.66.224.90,-122.172,37.4178,United States,Stanford,CA,94305,srep0146,,I agree to participate,srep0146,,6,,,end,,,nonphoto,Senator,French president,Homeland Security,,,,,German president,?,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,5,5,2,4,2,6,Conservative,Wall Street Journal,NY Times,,,,,,,,,,,,Fox News,,,,,CNN,,,Rush Limbaugh,Michael Savage,,,,Drudge Report,,Other,"foxnews.com, american spectator, national review",2,A lot,2,4,Independent,,,,Closer to Republican Party,100,60,15,100,100,100,60,open,,,Japan,heart failure,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,Does not reimburse routine mammograms for women younger than 50,Replaces Medicare with a “public option”,,,,,,,,,45%,15%,50%,Branch B,,,,,Increased,Increased,Increased,Increased,7,10,9,9,7,Republicans,,0,10,2,6,2,3,1,1,1,6,3,Female,1974,"Bachelor's Degree, such as B.A., B.S., or A.B.",60000,Catholic,,More than once a week,No,White,,,,,,
214,268188,10/13/2010 18:01,Complete,,,171.64.63.123,-122.172,37.4178,United States,Stanford,CA,94305,srep0385,,I agree to participate,srep0385,,25,,,start,10,0,nonphoto,"Democrat, Senate Majority Leader",President of France,US Attorney General,,,,,Prime Minister of Germany,,,,,,Don't Know,,percent,,,8,,,,8,,,,1,7,1,7,2,6,Liberal,Wall Street Journal,NY Times,,,,,,,PBS,,,,,,,,,,,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0.2,A moderate amount,4,5,Independent,,,,Closer to Democratic Party,80,40,60,80,80,80,80,open,,,Russia,Cancer,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,0,10,10,0,0,10,5,30%,1%,20%,Branch B,,,,,Decreased,Decreased,Increased,Increased,8,10,0,8,8,Other,Neither part is better at reducing federal deficits,,,7,4,6,5,4,2,2,3,5,Male,1983,"Bachelor's Degree, such as B.A., B.S., or A.B.",55000,Don’t belong to religious denomination,,A few times a year,No,White,,,,,,
215,268334,10/13/2010 22:16,Complete,,,171.66.250.70,-122.172,37.4178,United States,Stanford,CA,94305,srep0165,,I agree to participate,srep0165,,13,,,end,,,nonphoto,Former Senate Majority Leader,President of France,Homeland Security,,,,,Chancellor of Germany,,,,,,Chairman of the Republican National Committee,,regular,Don't Know,Stephen Breyer,,,,,,,,,4,7,5,6,4,5,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,4,3,Democrat,,,Strong,,85,45,80,95,90,95,80,open,,,France,heart attack,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,George W. Bush,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,40%,3%,5%,Branch A,Increased,Decreased,Increased,Increased,,,,,6,10,7,6,2,Other,neither has done a good job of reducing deficits,6, dk,1,4,4,6,6,5,4,4,5,Female,1965,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",250000,Jewish,,Never,No,White,,,,,,
216,270251,10/14/2010 18:14,Complete,,,171.65.56.203,-122.172,37.4178,United States,Stanford,CA,94305,srep0141,,I agree to participate,srep0141,,10,,,end,,,nonphoto,Assistant DA,Public Information Officer,District Attorney,,,,,CFO,Asst CFO,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,5,7,1,1,1,7,Moderate,,,,,,,CBS,Fox,,,,,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,1,6,Independent,,,,Closer to Republican Party,85,85,85,85,85,85,15,open,,,Russia/Soviet,Heart Disease,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,"Replaces private health insurance with a ""single payer system""",Couldn't say,,,,,,,,,24%,35%,35%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,6,10,6,6,6,Republicans,,4,6,2,6,6,3,3,6,2,2,6,Female,1969,Some College But No Degree,"175,000",Other,Presbyterian,Once or twice a month,No,White,,,,,,
217,271162,10/15/2010 12:24,Complete,,,171.64.25.38,-122.172,37.4178,United States,Stanford,CA,94305,srep0226,,I agree to participate,srep0226,,11,,,start,10,0,nonphoto,Nevada Senator,French President,Secretary of Homeland Security,,,,,German Chancellor,Kentucky Senator,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,1,7,2,6,1,4,Slightly liberal,,,,, Other ,Local newspapers,CBS,,PBS,NBC,,ABC,,,,,,,CNN,,,,, Others ,KCBS,,,,Other,Yahoo news,,A lot,,3,Democrat,,,Strong,,80,30,85,80,80,80,60,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,30%,5%,5%,Branch B,,,,,Increased,Decreased,Increased,Decreased,8,10,10,10,6,Democrats,,,,5,5,6,3,2,4,4,4,4,Female,1955,Some College But No Degree,"60,000",Protestant,,Less often than a few times a year,No,White,,,,,,
