,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
227,N,Bush Al Qaeda,Harris Interactive,Time/CNN,0,04/08-08/04,"Do you think the Bush administration had developed a strategy before 9/11 (September 11, 2001, the date of the terrorist attacks on the World Trade Center and the Pentagon) to eliminate Osama bin Laden's terrorist group known as al Qaeda, or don't you think the Bush administration had developed such as strategy before 9/11?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=bush AND  bin AND  laden&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Time, Cable News Network&studydate=April 8, 2004&sample=1005&qstn_list=&qstnid=514074&qa_list=&qstn_id4=514074&study_list=&lastSearchId=317673236134&archno=USHARRISINT2004-04&keywordDisplay=",60,0,27,0,0,13,0,0,0,,2,N,N,Y,"1,005",telephone,,,,DYT,N,
228,Y,Russia Meddling,Anderson Robbins Research/Shaw & Co. Research,Fox News,0,07/16-18/17,"Do you think Russia interfered in the 2016 presidential election, or not?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=1020&qstn_list=&qstnid=1899196&qa_list=&qstn_id4=1899196&study_list=&lastSearchId=317673236220&archno=&keywordDisplay=,55,0,34,0,11,0,0,0,0,,2,N,N,Y,"1,020",telephone,,,,DYT,N,landline(432)/cellular(588)
229,Y,Russia Meddling,Anderson Robbins Research/Shaw & Co. Research,Fox News,0,07/16-18/17,Who do you think Russia wanted to win the (2016) presidential election--Hillary Clinton or Donald Trump?,https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=1020&qstn_list=&qstnid=1899199&qa_list=&qstn_id4=1899199&study_list=&lastSearchId=317673236220&archno=&keywordDisplay=,65,0,24,0,11,0,0,0,0,,2,N,N,Y,"1,020",telephone,,,,DYT,N,landline(432)/cellular(588)
230,Y,Russia Meddling,Anderson Robbins Research/Shaw & Co. Research,Fox News,0,06/25-27/17,"Do you think Russia's attempts to influence the (2016) presidential election using cyberattacks helped Donald Trump or helped Hillary Clinton, or do you think they had no real effect? Do you think Russia helped Clinton/Trump a lot or just a little?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=1017&qstn_list=&qstnid=1898141&qa_list=&qstn_id4=1898141&study_list=&lastSearchId=317673236384&archno=&keywordDisplay=,29,0,66,0,5,0,0,0,0,,5,N,N,Y,"1,017",telephone,,,,DYT,N,landline(426)/cellular(591)
231,Y,Russia Meddling,CBS News,CBS News,0,06/15-18/17,"Do you believe Russia tried to interfere in the 2016 US election, or not? Do you think Russia interfered in order to help elect Donald Trump, or do you think they interfered, but not to help elect Donald Trump?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1117&qstn_list=&qstnid=1897570&qa_list=&qstn_id4=1897570&study_list=&lastSearchId=317673236439&archno=&keywordDisplay=,44,0,49,0,8,0,0,0,0,,3,N,N,Y,"1,117",telephone,,,,DYB,N,Don't know/No answer (8%)
232,Y,Russia Meddling,Techno Metrica Institute of Policy and Politics,Investor's Business Daily,0,05/30/17-06/06/17,Do you believe the outcome of the 2016 presidential election was influenced by Russia or not?,https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Investor's Business Daily&studydate=01-JAN-34&sample=903&qstn_list=&qstnid=1898549&qa_list=&qstn_id4=1898549&study_list=&lastSearchId=317673236519&archno=&keywordDisplay=,39,0,52,0,0,8,0,0,0,,2,N,N,Y,903,telephone,,,,DYB,N,
233,Y,Russia Meddling,Anderson Robbins Research/Shaw & Co. Research,Fox News,0,05/21-23/17,"Do you think Russia's attempts to influence the (2016) presidential election using cyber-attacks helped Donald Trump or helped Hillary Clinton, or do you think they had no real effect? Do you think Russia helped Clinton/Trump a lot or just a little?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=1011&qstn_list=&qstnid=1896553&qa_list=&qstn_id4=1896553&study_list=&lastSearchId=317673236546&archno=&keywordDisplay=,30,0,65,0,6,0,0,0,0,,5,N,N,Y,"1,011",telephone,,,,DYT,N,landline(419)/cellular(592)
234,Y,Russia Meddling,CBS News,CBS News,0,03/25-28/17,"Do you believe Russia tried to interfere in the 2016 US election, or not? Do you think Russia interfered in order to help elect Donald Trump, or do you think they interfered, but not to help elect Donald Trump?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1088&qstn_list=&qstnid=1893848&qa_list=&qstn_id4=1893848&study_list=&lastSearchId=317673236574&archno=&keywordDisplay=,40,0,47,0,13,0,0,0,0,,3,N,N,Y,"1,088",telephone,,,,DYB,N,Don't know/No answer (13%)
235,N,Russia Meddling,Techno Metrica Institute of Policy and Politics,Investor's Business Daily,0,03/24-30/17,"(Please tell me how closely you are following these news stories.)...Russia's role in the 2016 US presidential election...Very closely, somewhat closely, not very closely, not at all closely",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Investor's Business Daily&studydate=01-JAN-34&sample=904&qstn_list=&qstnid=1895061&qa_list=&qstn_id4=1895061&study_list=&lastSearchId=317673236574&archno=&keywordDisplay=,45,0,55,0,0,0,0,0,0,,4,N,N,N,904,telephone,,,,N/A,N,
236,Y,Russia Meddling,Techno Metrica Institute of Policy and Politics,Investor's Business Daily,0,03/24-30/17,Do you believe that the outcome of the 2016 presidential election was influenced by Russia or not?,https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Investor's Business Daily&studydate=01-JAN-34&sample=904&qstn_list=&qstnid=1895086&qa_list=&qstn_id4=1895086&study_list=&lastSearchId=317673236574&archno=&keywordDisplay=,50,0,42,0,0,8,0,0,0,,2,N,N,Y,904,telephone,,,,DYB,N,
237,Y,Russia Meddling,CBS News,CBS News,0,01/13-17/17,"Do you believe Russia tried to interfere in the 2016 US election, or not? Do you think Russia interfered in order to help elect Donald Trump, or do you think they interfered, but not to help elect Donald Trump?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1257&qstn_list=&qstnid=1890352&qa_list=&qstn_id4=1890352&study_list=&lastSearchId=317673236574&archno=&keywordDisplay=,44,0,47,0,10,0,0,0,0,,3,N,N,Y,"1,257",telephone,,,,DYB,N,Don't know/No answer (10%)
238,Y,Russia Meddling,Anderson Robbins Research/Shaw & Co. Research,Fox News,0,12/11-13/16,"Do you think Russia's attempts to influence the (2016) presidential election using cyber-attacks helped Donald Trump or helped Hillary Clinton, or do you think they had no real effect? Do you think Russia helped Clinton/Trump a lot or just a little?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=russia AND  2016 AND  election&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=1034&qstn_list=&qstnid=1891896&qa_list=&qstn_id4=1891896&study_list=&lastSearchId=317673236574&archno=&keywordDisplay=,21,0,71,0,7,0,0,0,0,,5,N,N,Y,"1,034",telephone,,,,DYT,N,
239,Y,Voter Fraud 2016,Gallup Organization,Gallup Organization,0,11/28-29/16,"From what you have heard or read, who won the national popular vote this year (2016)--that is, the most votes in the country overall--Hillary Clinton or Donald Trump, or are you unsure?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=trump AND  popular AND  vote&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1021&qstn_list=&qstnid=1889498&qa_list=&qstn_id4=1889498&study_list=&lastSearchId=317673244055&archno=&keywordDisplay=,66,0,15,0,0,18,1,0,0,,3,N,Y,Y,"1,021",telephone,,,,FWYH,N,No answer (1%); landline(40%)/cellular(60%)
240,Y,Voter Fraud 2016,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press,1,11/30/16-12/05/16,Do you happen to know which candidate in the 2016 presidential election - Received the most individual votes nationwide?,http://assets.pewresearch.org/wp-content/uploads/sites/5/2016/12/12124915/12-08-16-December-political-topline-for-release-updated.pdf,72,0,19,0,9,0,0,0,0,,2,N,N,Y,"1,502",telephone,,,,DYHTK,N,DK/Ref (VOL.) (9%)
241,Y,Obama Illegal Wiretapping,ABC News/Washington Post,ABC News/Washington Post,0,04/17-20/17,"Do you think the Obama administration intentionally spied on (Donald) Trump and members of his campaign during the 2016 election campaign, or not?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  trump&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1004&qstn_list=&qstnid=1895177&qa_list=&qstn_id4=1895177&study_list=&lastSearchId=317673255341&archno=&keywordDisplay=,58,0,32,0,0,0,0,10,0,,2,N,N,Y,"1,004",telephone,,,,DYT,N,
242,Y,Obama Illegal Wiretapping,Quinnipiac University Polling Institute,Quinnipiac University Polling Institute,0,03/30/17-04/03/17,"As you may know, President (Donald) Trump tweeted that he had found out that former President (Barack) Obama had wiretapped Trump Tower during the 2016 presidential election. Do you believe that former President Obama wiretapped Trump Tower during the 2016 election, or not?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  trump&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1171&qstn_list=&qstnid=1894430&qa_list=&qstn_id4=1894430&study_list=&lastSearchId=317673255341&archno=&keywordDisplay=,64,0,26,0,11,0,0,0,0,,2,N,N,Y,"1,171",telephone,,,,DYB,Y,Don't know/No answer (11%)
243,Y,Obama Illegal Wiretapping,Quinnipiac University Polling Institute,Quinnipiac University Polling Institute,0,03/16-21/17,"As you may know, President (Donald) Trump tweeted that he had found out that former President (Barack) Obama had wiretapped Trump Tower during the 2016 presidential election. Do you believe that former President Obama wiretapped Trump Tower during the 2016 election, or not?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  trump&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1056&qstn_list=&qstnid=1893643&qa_list=&qstn_id4=1893643&study_list=&lastSearchId=317673255341&archno=&keywordDisplay=,70,0,19,0,11,0,0,0,0,,2,N,N,Y,"1,056",telephone,,,,DYB,Y,Don't know/No answer (11%)
244,Y,Obama Illegal Wiretapping,Economist/YouGov,Economist/YouGov,0,03/06-07/17,Do you think it is true or false that former President Obama ordered wire taps on Donald Trump's phones?,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9deo3n58va/econTabReport.pdf,29,21,9,21,0,20,0,0,0,,2,N,N,Y,"1,500",online,,,,DYT,N,"Definitely true (9%), Probably true (21%), Probably false (21%), Definitely false (29%)"
245,N,Obama Illegal Wiretapping,Economist/YouGov,Economist/YouGov,0,03/06-07/17,"When it comes to allegations of wire tapping, who do you believe more?",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9deo3n58va/econTabReport.pdf,46,0,29,0,0,25,0,0,0,,0,N,N,Y,"1,500",online,,,,DYB,N,
246,Y,GW Happening,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press,1,04/21-26/10,"Now I¨m going to read you a list of things that may or may not happen in the next 40 years. Please tell me how likely you think it is that each will happen. First, How likely do you think it is that [INSERT ITEM; RANDOMIZE; OBSERVE FORM SPLITS]... do you think this will definitely happen, will probably happen, will probably NOT happen, or will definitely not happen? The earth will get warmer",http://assets.pewresearch.org/wp-content/uploads/sites/5/legacy-questionnaires/608.pdf,27,39,9,21,4,0,0,0,0,,4,N,N,Y,779,online,,,,DYT,N,"Will definitely happen (27%), Will probably happen (39%), Will probably not happen (21%), Will definitely not happen (9%), DK/Ref (VOL.) (4%)"
247,Y,Russia Meddling,Economist/YouGov,Economist/YouGov,0,07/15-18/17,Do you think Donald Trump himself did anything improper in his dealings with Russian officials before the Inauguration?,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,44,0,33,0,0,23,0,0,0,,0,N,N,Y,"1,500",online,,,,DYT,N,
248,Y,Russia Meddling,Economist/YouGov,Economist/YouGov,0,07/15-18/17,Do you think Donald Trump himself did anything illegal in his dealings with Russian officials before the Inauguration?,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,39,0,36,0,0,26,0,0,0,,0,N,N,Y,"1,500",online,,,,DYT,N,
249,Y,Russia Meddling,Economist/YouGov,Economist/YouGov,0,06/04-06/17,Political Accusations - Russia hacked the email of Democrats in order to increase the chance that Donald Trump would win the Presidential election. Do you think the following statements are true or not true?,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lssamz3o6b/econTabReport.pdf,26,29,17,28,0,0,0,0,0,,2,N,N,Y,"1,500",online,,,,DYT,N,"Definitely true (26%), Probably true (29%), Probably not true (28%), Definitely not true (17%)"
